notes,Cleaned_Column
"2022-06-03 10:58:34 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97239"" target=""_blank"">Orion Alert Details</a>[/code]

","20220603 105834  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97239 target_blankorion alert detailsacode

"
"2022-06-02 17:34:26 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:82661"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:26:01 - Anil Antoney (Work notes)
working on this

","20220602 173426  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat82661 target_blankorion alert detailsacode

20220602 172601  anil antoney work notes
working on this

"
"2022-06-02 17:34:33 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:70488"" target=""_blank"">Orion Alert Details</a>[/code]

","20220602 173433  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat70488 target_blankorion alert detailsacode

"
"2022-06-02 17:41:52 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:82658"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:22:40 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220602 174152  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat82658 target_blankorion alert detailsacode

20220602 172240  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-02 17:41:52 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81606"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:22:40 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220602 174152  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81606 target_blankorion alert detailsacode

20220602 172240  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-02 19:19:30 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61948"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:37:36 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220602 191930  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat61948 target_blankorion alert detailsacode

20220602 173736  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-03 00:34:26 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85588"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:37:36 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220603 003426  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85588 target_blankorion alert detailsacode

20220602 173736  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-02 17:37:36 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220602 173736  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-02 17:38:35 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:78231"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:37:36 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220602 173835  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat78231 target_blankorion alert detailsacode

20220602 173736  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-02 17:37:36 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

2022-06-02 17:37:34 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:78233"" target=""_blank"">Orion Alert Details</a>[/code]

","20220602 173736  mohammed haaris work notes
out of service desk scope hence assigning to concern team

20220602 173734  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat78233 target_blankorion alert detailsacode

"
"2022-06-03 02:07:40 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-03 01:48:20 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95279"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 19:07:30 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 18:28:11 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95279"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:38:46 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220603 020740  solarwinds integration work notes
orion alert has been reactivated

20220603 014820  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95279 target_blankorion alert detailsacode

20220602 190730  solarwinds integration work notes
orion alert has been reactivated

20220602 182811  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95279 target_blankorion alert detailsacode

20220602 173846  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-03 02:02:54 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61634"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-03 01:48:04 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 21:02:46 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61634"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 20:57:57 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 17:42:41 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61634"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 17:38:46 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220603 020254  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat61634 target_blankorion alert detailsacode

20220603 014804  solarwinds integration work notes
orion alert has been reactivated

20220602 210246  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat61634 target_blankorion alert detailsacode

20220602 205757  solarwinds integration work notes
orion alert has been reactivated

20220602 174241  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat61634 target_blankorion alert detailsacode

20220602 173846  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-03 00:25:25 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85399"" target=""_blank"">Orion Alert Details</a>[/code]

","20220603 002525  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85399 target_blankorion alert detailsacode

"
"2022-06-03 00:03:46 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 23:03:45 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 22:18:43 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 22:13:44 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 21:33:41 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 21:28:42 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 20:53:40 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 20:43:40 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 20:33:39 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 20:28:40 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 20:13:39 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 20:08:39 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-02 19:48:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85720"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-02 19:37:20 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220603 000346  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 230345  solarwinds integration work notes
orion alert has been reactivated

20220602 221843  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 221344  solarwinds integration work notes
orion alert has been reactivated

20220602 213341  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 212842  solarwinds integration work notes
orion alert has been reactivated

20220602 205340  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 204340  solarwinds integration work notes
orion alert has been reactivated

20220602 203339  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 202840  solarwinds integration work notes
orion alert has been reactivated

20220602 201339  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 200839  solarwinds integration work notes
orion alert has been reactivated

20220602 194838  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85720 target_blankorion alert detailsacode

20220602 193720  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
