Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident,                           hardware issue  laptop
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor Order - JLL ePro Req US002-0000043702 / PO US002-0000039066,Y,01-09-2022,Incident,reported issue  hardware  monitor order  jll
AP,Windows / OS,Australia,Deskside,Reported Issue - Application - Windows 10 - AP,Y,07-09-2022,Incident,    reported issue  application  windows 10  ap
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident,                           hardware issue  laptop
AP,,Thailand,Deskside,picture cant be displayed,Y,02-09-2022,Incident,                         picture cant be displayed
AP,Email,Hong Kong,Deskside,HK FM RESI - Outlook archive access and file move/transfer issues,Y,05-09-2022,Incident,hk fm resi  outlook archive access and file mo
AM,,United States,Deskside,BAC  - Client Portal - Compliance Checking at Login,Y,06-09-2022,Incident,bac   client portal  compliance checking at l
AM,,United States,Deskside,Local Admin Rights - Unable to install applications: Adobe Acrobat Pro,Y,06-09-2022,Incident,local admin rights  unable to install applicat
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,09-09-2022,Incident,              hardware issue  laptop not starting
AM,Email,United States,Deskside,Outlook (desktop) -  Reoccurring issue / INC1063228,Y,21-09-2022,Incident,outlook desktop   reoccurring issue  inc106
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Slow/aout to crash),Y,05-09-2022,Incident,      hardware issue  laptop slowaout to crash
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (keyboard *T*),Y,18-11-2022,Incident,            hardware issue  laptop keyboard t
AM,Hardware,United States,Deskside,Reported Issue - Hardware  (Re image),Y,05-09-2022,Incident,             reported issue  hardware  re image
AM,Laptop,United States,Deskside,HARD DOWN - Network issues - Laptop login issue,Y,07-09-2022,Incident,   hard down  network issues  laptop login issue
AM,Windows / OS,United States,Deskside,Windows / MAC â€“ Resetting FileVault or Bitlocker,Y,27-09-2022,Incident,windows  mac â resetting filevault or bitlocker
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Blue screen,Y,02-09-2022,Incident,               hardware issue  laptop blue screen
AM,M365,United States,Deskside,Microsoft Teams - Camera issues.,Y,05-09-2022,Incident,                  microsoft teams  camera issues
AM,Email,United States,Deskside,Outlook Mobile Issues ,Y,01-09-2022,Incident,                            outlook mobile issues 
AM,Laptop,Mexico,Deskside,Laptop Dell - System Failure,Y,02-09-2022,Incident,                      laptop dell  system failure
AM,Laptop,United States,Deskside,Andrea Encina-Reported Issue - Hardware - Laptop_Desktop,Y,09-09-2022,Incident,andrea encinareported issue  hardware  lapto
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,01-09-2022,Incident,               reported issue  hardware  printer
AP,Laptop,Hong Kong,Deskside,Laptop unable to startup,Y,19-09-2022,Incident,                          laptop unable to startup
AM,,United States,Deskside,Urgent- INC1088991 - Keyboard assistance,Y,01-09-2022,Incident,          urgent inc1088991  keyboard assistance
AP,Laptop,Hong Kong,Deskside,"AutoCAD screen, lagging issue, Connectivity issue with WIFI over all device (laptop, iphone, ipad)",Y,08-09-2022,Incident,autocad screen lagging issue connectivity iss
AM,,United States,Deskside,BAC - Client Portal - Compliance Conflict: 15 Days Compliance Period Expired,Y,02-09-2022,Incident,bac  client portal  compliance conflict 15 d
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,05-10-2022,Incident,                  hardware issue  docking station
AM,,Canada,Deskside,VPN - Stuck at Posture assessment: Initiating...,Y,01-09-2022,Incident,  vpn  stuck at posture assessment initiating
AM,,United States,Deskside,Application Issue - Adobe Creative Suite,Y,19-09-2022,Incident,          application issue  adobe creative suite
AM,Printer,United States,Deskside,Keith Janus-Hardware Issue - Printer,Y,05-09-2022,Incident,              keith janushardware issue  printer
AM,Mobile Device,United States,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,12-01-2023,Incident,     reported issue  hardware  smartphone_mobile
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues,Y,20-10-2022,Incident,                    hardware issue  laptop issues
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,01-09-2022,Incident,reported issue  application  microsoft teams 
AM,Okta,United States,Deskside,Robert Shaw - OKTA - Not receiving the SMS codes to sign in or to unlock the account,Y,07-09-2022,Incident,robert shaw  okta  not receiving the sms code
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,06-09-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,Mouse issues,Y,04-10-2022,Incident,                                      mouse issues
AM,Access,United States,Deskside,Computer access issue,Y,05-09-2022,Incident,                             computer access issue
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop - Monitor not working properly - 420 George Street,Y,04-09-2022,Incident,hardware issue  laptop  monitor not working p
AM,Email,United States,Deskside,User needs E3 license in order to have access to outlook  / Microsoft Outlook WebMail information,Y,13-09-2022,Incident,user needs e3 license in order to have access t
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,18-09-2022,Incident,        reported issue  hardware  laptop_desktop
AP,Hardware,Malaysia,Deskside,Reported Issue - Hardware - Other,Y,05-09-2022,Incident,                 reported issue  hardware  other
AP,,India,Deskside,Unable to ping Sever - inggn05insv001,Y,19-09-2022,Incident,             unable to ping sever  inggn05insv001
AP,M365,China,Deskside,App Issue - MS Teams - Audio Conferencing issues,Y,01-09-2022,Incident,  app issue  ms teams  audio conferencing issues
AP,Hardware,Sri Lanka,Deskside,Hardware Troubleshooting,Y,27-09-2022,Incident,                          hardware troubleshooting
AP,Email,India,Deskside,Outlook Not Opening,Y,12-09-2022,Incident,                               outlook not opening
AP,,India,Deskside,APAC - ** URGENT ** Primary DNS IP not pinging,Y,23-09-2022,Incident,    apac   urgent  primary dns ip not pinging
AM,,United States,Deskside,"Yarazet.Jimenez - Software - Unable to update the local HOSTS file, admin rights needed",Y,02-09-2022,Incident,yarazetjimenez  software  unable to update t
AM,Access,United States,Deskside,AWS - Application Access Error on Desktop computer,Y,08-10-2022,Incident,aws  application access error on desktop computer
AM,,United States,Deskside,Grammarly- Issues,Y,13-09-2022,Incident,                                 grammarly issues
AM,Email,United States,Deskside,"BAC MS Teams, Outlook - Access Issues",Y,15-09-2022,Incident,             bac ms teams outlook  access issues
AM,Printer,United States,Deskside,Software - Admin rights needed to install drivers for an Epson ET-2800 Printer,Y,06-09-2022,Incident,software  admin rights needed to install drive
AM,Windows / OS,United States,Deskside,PDF Files - Issues ,Y,02-09-2022,Incident,                               pdf files  issues 
AM,Hardware,United States,Deskside,JLL Hardware Issue - External Monitor not recognized,Y,03-11-2022,Incident,jll hardware issue  external monitor not recog
AM,,United States,Deskside,HARD DOWN - NOT REACTING ,Y,07-09-2022,Incident,                         hard down  not reacting 
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop LOW battery Performance,Y,01-09-2022,Incident,jll hardware issue  laptop low battery perform
AM,Windows / OS,United States,Deskside,NVR Three work station- Installation issues ,Y,02-09-2022,Incident,      nvr three work station installation issues 
AM,,United States,Deskside,JLL Admin Rights  Tableau Reader,Y,01-09-2022,Incident,                  jll admin rights  tableau reader
AM,Email,United States,Deskside,BAC Outlook Email - Password prompt,Y,08-09-2022,Incident,               bac outlook email  password prompt
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,14-09-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Emily Thoma-Reported Issue - Hardware - Laptop_Desktop,Y,08-11-2022,Incident,emily thomareported issue  hardware  laptop_
AM,Network,United States,Deskside,Network Account - Off Network Computer Login Issue,Y,06-09-2022,Incident,network account  off network computer login issue
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop LOW  Performance,Y,23-09-2022,Incident,      jll hardware issue  laptop low  performance
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Keyboard LOW Performance,Y,26-10-2022,Incident,jll hardware issue  laptop keyboard low perfor
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery LOW Performance,Y,09-09-2022,Incident,jll hardware issue  laptop battery low perform
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,19-09-2022,Incident,              hardware issue  laptop not starting
AM,Email,United States,Deskside,JLL Outlook Attachment files not opening,Y,06-09-2022,Incident,          jll outlook attachment files not opening
AM,Windows / OS,United States,Deskside,Chrome - Issues from MAC computer,Y,01-09-2022,Incident,                 chrome  issues from mac computer
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Storage  Performance,Y,01-09-2022,Incident,  jll hardware issue  laptop storage  performance
AM,Email,United States,Deskside,JLL Outlook Add Google calendar assistance,Y,02-09-2022,Incident,        jll outlook add google calendar assistance
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,06-09-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery/Charger issue,Y,07-09-2022,Incident, jll hardware issue  laptop batterycharger issue
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,16-09-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,13-10-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio Issues.,Y,09-09-2022,Incident,             hardware issue  laptop audio issues
AM,Printer,United States,Deskside,BAC Reported Issue - Hardware - Printer,Y,17-11-2022,Incident,           bac reported issue  hardware  printer
AP,,Australia,Deskside,Reported Issue - Application - Dell Display Manager,Y,19-09-2022,Incident,reported issue  application  dell display man
AP,,New Zealand,Deskside,Reported Issue - Application - OneDrive,Y,11-09-2022,Incident,           reported issue  application  onedrive
AP,Windows / OS,Singapore,Deskside,PLQDP008 monitor issue,Y,06-09-2022,Incident,                            plqdp008 monitor issue
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop,Y,10-09-2022,Incident,                           hardware issue  laptop
AP,Active Directory,China,Deskside,Frequent Lock Out,Y,17-09-2022,Incident,                                 frequent lock out
AP,Network,Hong Kong,Deskside,Network Drive - hkqby02insv002,Y,05-09-2022,Incident,                    network drive  hkqby02insv002
AP,Network,Australia,Deskside,Reported Issue - Network - Other,Y,26-09-2022,Incident,                  reported issue  network  other
AP,,India,Deskside,Application Configuration,Y,01-09-2022,Incident,                         application configuration
AP,Email,India,Deskside,Email Issues,Y,19-09-2022,Incident,                                      email issues
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,01-09-2022,Incident,                           hardware issue  laptop
AP,,India,Deskside,Application issue,Y,01-09-2022,Incident,                                 application issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,01-09-2022,Incident,              hardware issue  laptop not starting
AM,Laptop,United States,Deskside,Ted Murray - HARD DOWN- Laptop not starting,Y,05-09-2022,Incident,       ted murray  hard down laptop not starting
AM,Laptop,United States,Deskside,Jill Jersan - JLL Hardware Issue - Laptop power option not showing,Y,01-09-2022,Incident,jill jersan  jll hardware issue  laptop power
AM,,United States,Deskside,Excel - Issues,Y,17-09-2022,Incident,                                    excel  issues
AM,Access,United States,Deskside,Network Drive - Z Drive Access Issue,Y,29-09-2022,Incident,              network drive  z drive access issue
AM,Laptop,United States,Deskside,Hardware Issue - Monitors not connecting to the laptop,Y,03-11-2022,Incident,hardware issue  monitors not connecting to the
